55	[TAB]野兽一旦被捕获，便可带往拥有[LINK=BUILDING_CARNIVAL]狂欢会[\\LINK]的城市，作为一项景观加入该城。这会同时提升狂欢会的[ICON_CULTURE]与[ICON_HAPPY]效果。此类景观积累到一定数量，便可建造[LINK=BUILDING_GRAND_MENAGERIE]大动物园[\\LINK]。
56	[TAB]巴尔塞拉弗族不仅在其[LINK=BUILDING_CARNIVAL]狂欢会[\\LINK]中展出低等野兽以供娱乐，也展出智慧种族的奴隶。巴尔塞拉弗玩家可牺牲各不同种族的奴隶各一名，从而在拥有[LINK=BUILDING_FREAK_SHOW]畸形秀[\\LINK]的城市中造出一件展品。这些展品会提升城市的[ICON_CULTURE]、[ICON_HAPPY]，以及艺术家的伟人点数。它们同样计入一座城市容纳[LINK=BUILDING_GRAND_MENAGERIE]大动物园[\\LINK]所需的景观数量。
57	以太之门
58	世界之树的苗裔
59	阿劳恩之墓
60	[ICON_BULLET]城市对敌对的[LINK=BONUS_PROMOTION_UNDEAD]不死[\\LINK]单位不可通行[NEWLINE][ICON_BULLET]以阿劳恩的死亡晋升[LINK=BONUS_PROMOTION_AFFINITY_DEATH]替换[\\LINK]在此城建造、升级或召唤的单位身上的[LINK=BONUS_PROMOTION_DEATH1]所有[\\LINK][LINK=BONUS_PROMOTION_DEATH2]不死[\\LINK][LINK=BONUS_PROMOTION_DEATH3]晋升[\\LINK][NEWLINE][ICON_BULLET]邪恶玩家无法建造，除非是无法使用不死魔法的希达
61	阿劳恩常被称为不闻之神，因为他对造化界中信徒的一切祈祷置若罔闻，转而专注于冥界之事。尽管如此，仍有一个名为「永恒结社」的小教派选择供奉他，虽说这如同供奉一块石头般无用。偶尔，大天使基拉会出手相助那些供奉她神祇的人，尽管她通常忙于与拉罗斯的势力鏖战。许多自以为追随阿劳恩的人，实则受骗而侍奉「被祟者」——他们是拉罗斯的爪牙，将其奉为新的死亡之神。
62	[ICON_BULLET]在拥有者疆域内被杀死的活体单位，其灵魂被转化为奇迹所在城市的[ICON_PRODUCTION]。它们无法复活，也无法作为天使或恶灵归来。
63	[TAB]灵魂熔炉为建造它的文明提供一点死亡能量。更重要的是，它将任何在其拥有者国境内死去的活体单位——无论友军还是敌军——的灵魂转化为其城市的[ICON_PRODUCTION]，并使该单位无法复活，也无法作为天使或恶灵归来。灵魂熔炉的拥有者仍可将斯劳格亡魂唤起为不死者，但拥有不死亲和与死灵之塔的对手法师则不能。
64	[ICON_BULLET]只要[LINK=UNIT_AURIC]奥里克·尤尔文[\\LINK]在世，便将附近地形转化为[LINK=TERRAIN_SNOW]冰原[\\LINK]或[LINK=TERRAIN_GLACIER]冰川[\\LINK][NEWLINE][ICON_BULLET]一旦[LINK=UNIT_AURIC]奥里克[\\LINK]死去或神殿被毁，土地便缓缓恢复其本来类型[NEWLINE][ICON_BULLET][LINK=BONUS_MANA_ICE]冰之[\\LINK]能量增强此效果，[LINK=BONUS_MANA_FIRE]炎之[\\LINK]与[LINK=BONUS_MANA_NATURE]自然[\\LINK]能量削弱此效果[NEWLINE][ICON_BULLET]此效果在[LINK=CIVILIZATION_ILLIANS]伊利安[\\LINK]城市中更为强烈[NEWLINE][ICON_BULLET][LINK=RELIGION_WHITE_HAND]白手[\\LINK]国教，以及[LINK=PROJECT_THE_WHITE_HAND]白手[\\LINK]、[LINK=PROJECT_SAMHAIN]萨温节[\\LINK]、[LINK=PROJECT_THE_DEEPENING]深冬降临[\\LINK]、[LINK=PROJECT_THE_DRAW]寒引[\\LINK]与[LINK=PROJECT_ASCENSION]登临[\\LINK]诸仪式会扩大此效果的范围
65	[ICON_BULLET]不死单位、死亡天使与守墓者获得免费晋升选择（一次，外加一个随机数量，上限为你对该单位所需能量的有效供给量除以你拥有的该类单位数量）[NEWLINE][ICON_BULLET]在你疆域内被噬亡者唤起的不死单位，将由你而非蛮族控制
66	[ICON_BULLET]在此建造或改造的[LINK=PROMOTION_GOLEM]魔像[\\LINK]获得[LINK=PROMOTION_STRONG]强壮[\\LINK]
67	[ICON_BULLET]元素获得免费晋升选择（一次，外加一个随机数量，上限为你对该单位所需能量的有效供给量除以你拥有的该类单位数量）[NEWLINE][ICON_BULLET]召唤一个永久的元素[LINK=PROMOTION_LAIR_GUARDIAN]守护者[\\LINK]来保护此城。
68	你的元素获得免费晋升选择
69	[ICON_BULLET]天使获得免费晋升选择（一次，外加一个随机数量，上限为你对该单位所需能量的有效供给量除以你拥有的该类单位数量）
70	龙巢
71	丰盈
72	塞提尔笼舍
73	蜥蜴人笼舍
74	穆斯特瓦笼舍
75	冰霜怪笼舍
76	巨人笼舍
77	拉弥亚笼舍
78	半人马笼舍
79	大象圈栏
80	蝎子圈栏
81	黑豹笼舍
82	鸟舍
83	巨龟水槽
84	海蛇水槽
85	狒狒
86	狒狒笼舍
87	狮鹫笼舍
88	鬣狗笼舍
89	鹿笼舍
90	[TAB]一座城市必须至少拥有以下 9 项：[NEWLINE][ICON_BULLET][LINK=BUILDING_AVIARY]鸟舍[\\LINK] [NEWLINE][ICON_BULLET][LINK=BUILDING_LION_CAGE]狮子笼舍[\\LINK] [NEWLINE][ICON_BULLET][LINK=BUILDING_WOLF_PEN]狼圈栏[\\LINK] [NEWLINE][ICON_BULLET][LINK=BUILDING_TIGER_CAGE]老虎笼舍[\\LINK] [NEWLINE][ICON_BULLET][LINK=BUILDING_PANTHER_CAGE]黑豹笼舍[\\LINK] [NEWLINE][ICON_BULLET][LINK=BUILDING_GORILLA_CAGE]大猩猩笼舍[\\LINK] [NEWLINE][ICON_BULLET][LINK=BUILDING_BABOON_CAGE]狒狒笼舍[\\LINK] [NEWLINE][ICON_BULLET][LINK=BUILDING_DANCING_BEAR]跳舞熊[\\LINK] [NEWLINE][ICON_BULLET][LINK=BUILDING_SPIDER_PEN]蜘蛛圈栏[\\LINK] [NEWLINE][ICON_BULLET][LINK=BUILDING_SCORPION_PEN]蝎子圈栏[\\LINK] [NEWLINE][ICON_BULLET][LINK=BUILDING_ELEPHANT_PEN]大象圈栏[\\LINK] [NEWLINE][ICON_BULLET][LINK=BUILDING_GRIFFON_CAGE]狮鹫笼舍[\\LINK][ICON_BULLET][LINK=BUILDING_HYENA_CAGE]鬣狗笼舍[\\LINK][ICON_BULLET][LINK=BUILDING_DEER_CAGE]鹿笼舍[\\LINK] [NEWLINE][ICON_BULLET][LINK=BUILDING_TORTOISE_TANK]巨龟水槽[\\LINK] [NEWLINE][ICON_BULLET][LINK=BUILDING_SEA_SERPENT_TANK]海蛇水槽[\\LINK] [NEWLINE][ICON_BULLET][LINK=BUILDING_GIANT_CAGE]巨人笼舍[\\LINK] [NEWLINE][ICON_BULLET][LINK=BUILDING_LAMIA_CAGE]拉弥亚笼舍[\\LINK] [NEWLINE][ICON_BULLET][LINK=BUILDING_CENTAUR_CAGE]半人马笼舍[\\LINK] [NEWLINE][ICON_BULLET][LINK=BUILDING_MUSTEVAL_CAGE]穆斯特瓦笼舍[\\LINK] [NEWLINE][ICON_BULLET][LINK=BUILDING_DWARF_CAGE]矮人笼舍[\\LINK] [NEWLINE][ICON_BULLET][LINK=BUILDING_ELF_CAGE]精灵笼舍[\\LINK] [NEWLINE][ICON_BULLET][LINK=BUILDING_ORC_CAGE]兽人笼舍[\\LINK] [NEWLINE][ICON_BULLET][LINK=BUILDING_SATYR_CAGE]塞提尔笼舍[\\LINK] [NEWLINE][ICON_BULLET][LINK=BUILDING_LIZARDMAN_CAGE]蜥蜴人笼舍[\\LINK] [NEWLINE][ICON_BULLET][LINK=BUILDING_HUMAN_CAGE]人类笼舍[\\LINK]
91	在每回合开始时，[COLOR_BUILDING_TEXT]镜厅[COLOR_REVERT]会创造一个[LINK=PROMOTION_ILLUSION]幻象[\\LINK]，它是城市一格范围内某个随机敌方单位的复制体
92	[ICON_BULLET]打破对城市的封锁[NEWLINE][ICON_BULLET]需要暗议会成员身份[NEWLINE][ICON_BULLET]需要走私集团决议
93	[TAB]天界之门一旦建成，天界军团便可进入这个世界，加入建造此门者的一方。[PARAGRAPH:1]建造这一奇迹的玩家，将有权放弃对自己文明的控制，转而控制天界军团。[PARAGRAPH:1]天界军团是天使，但只有唯一的目的——摧毁地狱的军团。他们对达成这一目的所需的手段毫不在意，无论是与残暴的卡拉比姆并肩，还是与仁慈的埃洛希姆携手，只要地狱军团仍是他们共同的敌人，他们都会同样忠诚地作战。
94	与普通的《天堂陨落 2》不同，完成此奇迹的玩家不会自动将城市 %s1 的控制权让予天界军团文明。巴希姆可以未经同意从其 AI 队友处夺取一些城市，但对人类盟友，他只会取走通过外交赠予之物。[PARAGRAPH:1] 天界军团并非由天界之门本身召唤，而是由它所解锁的「开启天界之门」法术召唤。[PARAGRAPH:1] 一旦巴希姆（单位）阵亡，它还会解锁「召唤天界援军」法术，令巴希姆连同另一支天使大军一同复活。天界军团自己无法使用此能力。使用此能力的玩家会获得与巴希姆的外交加成，若原本处于交战状态则与他缔结和平。追随灰烬帷幕的玩家同样无法使用此能力。[PARAGRAPH:1]此建筑现为国家奇迹而非世界奇迹。每支队伍可建造一座，失去后可重建，但巴希姆（单位）在世期间不可重建。[PARAGRAPH:1]门的造价可有浮动。它随灰烬帷幕宗教的影响百分比而变化。与地狱玩家或以灰烬帷幕为国教的玩家交战会使其更便宜。若你的敌人使用邪恶的魔法领域（衰退、次元、混乱、死亡）也会使其更便宜，若你自己的队伍使用则更昂贵。
95	[ICON_BULLET]有 20% 几率为该城训练的任何单位赋予「防御」晋升[NEWLINE][ICON_BULLET]自动净化附近土地，以阻止地狱蔓延[NEWLINE][ICON_BULLET]此效果的范围受拥有者的文化边界与其掌控的心灵能量数量所限
96	[ICON_BULLET]城市所能工作的每一块无地貌、未开发的沙漠地块，以及附近若有「天堂之镜」，都会为在此城建造的门徒单位提供免费经验
97	[ICON_BULLET]阻止对手单位在附近施法
98	[ICON_BULLET]建造此奇迹会告诉你的 AI 对手：你正逼近胜利，是一个重大威胁。这往往招致战争。可别说没警告过你。
99	[ICON_BULLET]使一神论叛乱的几率翻倍[NEWLINE][ICON_BULLET]可将在此城训练或升级的活体单位（包括祭司与其他宗教的独特单位，但不包括英雄）转化为[LINK=RELIGION_CHILDREN_OF_THE_ONE]太一之子[\\LINK]
