TXT_KEY_VOTE_HELP_REASSIGN_CITY_FROM_TO	[ICON_BULLET]将 %s1 的归属从 %s2 转移给 %s3
TXT_KEY_VOTE_HELP_TRADE_MAP	[ICON_BULLET]所有成员共享各自当前的世界地图
TXT_KEY_VOTE_DEVELOP_SECRET_CODES	开发密码
TXT_KEY_VOTE_ENLIST_THE_NIGHTWATCH	征召守夜人
TXT_KEY_VOTE_CULTURE_RADIUS	固定边界
TXT_KEY_VOTE_FORCE_NO_TRADE	贸易禁运
TXT_KEY_VOTE_FORCE_NO_TRADE_PARAM	对 %s1_player 实施贸易禁运
TXT_KEY_VOTE_FORCE_PEACE_PARAM	强制与 %s1_player 议和
TXT_KEY_VOTE_FREE_TRADE	开放市场
TXT_KEY_VOTE_FUND_DISSIDENTS	资助异见者
TXT_KEY_VOTE_GAMBLING_RING_HELP	[ICON_BULLET]赌场成本 -75%[ICON_PRODUCTION]
TXT_KEY_VOTE_LIBERTY	全局政体——自由
TXT_KEY_VOTE_SECRETARY_GENERAL_UNDERCOUNCIL	暗影执法官选举
TXT_KEY_VOTE_SLAVE_TRADE	建立奴隶贸易
TXT_KEY_VOTE_SMUGGLING_RING_HELP	[ICON_BULLET]启用走私者港口
TXT_KEY_SPELL_DECLARE_BARBS_HELP	结束你与蛮族阵营之间的休战。此举不可逆转。
TXT_KEY_WB_TARGET_PLOT	目标地块
TXT_KEY_WB_ACTIVITY	活动
TXT_KEY_WB_DONE	完成
TXT_KEY_WB_DUPLICATE_CITY	复制城市
TXT_KEY_WB_PLOT_TYPE	地块类型
TXT_KEY_WB_PYTHON	触发 Python 效果：
TXT_KEY_WB_STATE_RELIGION	国教
TXT_KEY_WB_GROUP	编组
TXT_KEY_WB_AI_AUTOPLAY_WARNING	可用 [COLOR_POSITIVE_TEXT]空格键[COLOR_REVERT] 或 [COLOR_POSITIVE_TEXT]ESC 键[COLOR_REVERT] 停止 AI 自动运行
TXT_KEY_WB_START_YEAR	起始年份
TXT_KEY_WB_MAX_TURNS	最大回合数：%d1
TXT_KEY_WB_ESTIMATED_END_TURN	预计结束回合：%d1
TXT_KEY_WB_NUKES_EXPLODED	已引爆核武：%d1
TXT_KEY_WB_AREA_PLOTS	区域地块
TXT_KEY_WB_CARGO_SPACE	运载
TXT_KEY_WB_MOVES	剩余移动力
TXT_KEY_WB_MADE_ATTACK	已发动攻击
TXT_KEY_WB_HURRY_ANGER	加速 [ICON_UNHAPPY]：%d1
TXT_KEY_WB_DEFENSE	防御：%d1[ICON_DEFENSE]
TXT_KEY_WB_PROGRESS	进度：%d1
TXT_KEY_WB_ANARCHY	无政府状态：%d1
TXT_KEY_WB_STATE_RELIGION_BUILDING	[ICON_RELIGION] 建筑 [ICON_PRODUCTION]：%d1%%
TXT_KEY_WB_WATER_WORK	水上工作
TXT_KEY_WB_BRIDGE_BUILDING	建造桥梁
TXT_KEY_WB_NUKE_INTERCEPTION	核武拦截：%d1
TXT_KEY_WB_FEATURE_VARIETY	多样性：%d1
TXT_KEY_WB_LATITUDE	纬度：%d1
TXT_KEY_WB_MODIFIER	修正
TXT_KEY_WB_MEMORY	记忆
TXT_KEY_WB_UNIT_RELIGION	单位的宗教：
TXT_KEY_WB_OWNER	所有者：
TXT_KEY_WB_MOVE_DISABLED_HUMAN	对人类玩家禁用移动
TXT_KEY_WB_PYTHON_INACTIVE	Python 未激活
TXT_KEY_WB_PORTAL_Y_COORDINATE	传送门出口 Y：
TXT_KEY_WB_GLOBAL_COUNTER	全局计数器：
TXT_KEY_WB_ALIGNMENT	阵营倾向：
TXT_KEY_WB_GROUP_ID	编组 ID：%d1
TXT_KEY_WB_CIV_TYPE	文明类型：
TXT_KEY_CIV_BUILDINGS	独特建筑
TXT_KEY_SPELL_BUILDINGS	法术建筑
TXT_KEY_WB_SCENARIO_COUNTER_UNIT	替代类型
TXT_KEY_WB_HANDICAP	难度等级：
TXT_WB_CURRENT_RESEARCH	当前研究：
TXT_KEY_WB_REVIVE	复活玩家
TXT_KEY_TIER_#	等级 %d1
TXT_KEY_NATIONAL_UNITS	国家单位
TXT_KEY_WB_CURRENT_PROMOTIONS	拥有晋升
TXT_KEY_WB_UNLIMITED_PROJECT	无限项目
TXT_KEY_WB_GO_TO	前往
TXT_KEY_WB_FEATS	功绩
TXT_KEY_WB_TEMP_TIMER	临时计时器：%d1
TXT_KEY_WB_TOGGLE	切换[SPACE]
TXT_KEY_WB_CAN_CAST	可施法
TXT_KEY_MISC_WAR_PLAN	谋划战争
TXT_KEY_WB_IGNORE_HIDE	忽略隐藏
